"Estado","Semana_Epidemiologica","Anio","Incidencia","n","fecha"
"MICHOACÁN",17,2018,25,25,"2018-04-22"
"OAXACA",17,2018,19,19,"2018-04-22"
"COLIMA",17,2018,18,18,"2018-04-22"
"SAN LUIS POTOSÍ",17,2018,11,11,"2018-04-22"
"TAMAULIPAS",17,2018,38,38,"2018-04-22"
"NAYARIT",17,2018,10,10,"2018-04-22"
"SINALOA",17,2018,9,9,"2018-04-22"
"MORELOS",17,2018,23,23,"2018-04-22"
"GUERRERO",17,2018,23,23,"2018-04-22"
"YUCATÁN",17,2018,12,12,"2018-04-22"
"PUEBLA",17,2018,3,3,"2018-04-22"
"CAMPECHE",17,2018,8,8,"2018-04-22"
"BAJA CALIFORNIA SUR",17,2018,8,8,"2018-04-22"
"NUEVO LEÓN",17,2018,25,25,"2018-04-22"
"COAHUILA",17,2018,1,1,"2018-04-22"
"HIDALGO",17,2018,4,4,"2018-04-22"
"MÉXICO",17,2018,11,11,"2018-04-22"
"AGUASCALIENTES",17,2018,0,0,"2018-04-22"
"BAJA CALIFORNIA",17,2018,2,2,"2018-04-22"
"CHIHUAHUA",17,2018,0,0,"2018-04-22"
"CIUDAD DE MÉXICO",17,2018,4,4,"2018-04-22"
"DURANGO",17,2018,5,5,"2018-04-22"
"GUANAJUATO",17,2018,46,46,"2018-04-22"
"QUERÉTARO",17,2018,2,2,"2018-04-22"
"SONORA",17,2018,3,3,"2018-04-22"
"TLAXCALA",17,2018,0,0,"2018-04-22"
"ZACATECAS",17,2018,0,0,"2018-04-22"
"CHIAPAS",18,2018,74,74,"2018-04-29"
"VERACRUZ",18,2018,51,51,"2018-04-29"
"TABASCO",18,2018,8,8,"2018-04-29"
"JALISCO",18,2018,74,74,"2018-04-29"
"QUINTANA ROO",18,2018,17,17,"2018-04-29"
"MICHOACÁN",18,2018,18,18,"2018-04-29"
"OAXACA",18,2018,18,18,"2018-04-29"
"COLIMA",18,2018,22,22,"2018-04-29"
"SAN LUIS POTOSÍ",18,2018,7,7,"2018-04-29"
"TAMAULIPAS",18,2018,22,22,"2018-04-29"
"NAYARIT",18,2018,9,9,"2018-04-29"
"SINALOA",18,2018,6,6,"2018-04-29"
"MORELOS",18,2018,16,16,"2018-04-29"
"GUERRERO",18,2018,12,12,"2018-04-29"
"YUCATÁN",18,2018,9,9,"2018-04-29"
"PUEBLA",18,2018,7,7,"2018-04-29"
"CAMPECHE",18,2018,2,2,"2018-04-29"
"BAJA CALIFORNIA SUR",18,2018,8,8,"2018-04-29"
"NUEVO LEÓN",18,2018,21,21,"2018-04-29"
"COAHUILA",18,2018,1,1,"2018-04-29"
"HIDALGO",18,2018,5,5,"2018-04-29"
"MÉXICO",18,2018,4,4,"2018-04-29"
"AGUASCALIENTES",18,2018,1,1,"2018-04-29"
"BAJA CALIFORNIA",18,2018,2,2,"2018-04-29"
"CHIHUAHUA",18,2018,0,0,"2018-04-29"
"CIUDAD DE MÉXICO",18,2018,2,2,"2018-04-29"
"DURANGO",18,2018,0,0,"2018-04-29"
"GUANAJUATO",18,2018,22,22,"2018-04-29"
"QUERÉTARO",18,2018,0,0,"2018-04-29"
"SONORA",18,2018,5,5,"2018-04-29"
"TLAXCALA",18,2018,0,0,"2018-04-29"
"ZACATECAS",18,2018,0,0,"2018-04-29"
"CHIAPAS",19,2018,64,64,"2018-05-06"
"VERACRUZ",19,2018,68,68,"2018-05-06"
"TABASCO",19,2018,13,13,"2018-05-06"
"QUINTANA ROO",19,2018,20,20,"2018-05-06"
"JALISCO",19,2018,71,71,"2018-05-06"
"MICHOACÁN",19,2018,15,15,"2018-05-06"
"OAXACA",19,2018,24,24,"2018-05-06"
"COLIMA",19,2018,16,16,"2018-05-06"
"SAN LUIS POTOSÍ",19,2018,7,7,"2018-05-06"
"TAMAULIPAS",19,2018,30,30,"2018-05-06"
"MORELOS",19,2018,22,22,"2018-05-06"
"GUERRERO",19,2018,26,26,"2018-05-06"
"NAYARIT",19,2018,7,7,"2018-05-06"
"SINALOA",19,2018,10,10,"2018-05-06"
"PUEBLA",19,2018,15,15,"2018-05-06"
"YUCATÁN",19,2018,19,19,"2018-05-06"
"CAMPECHE",19,2018,20,20,"2018-05-06"
"BAJA CALIFORNIA SUR",19,2018,8,8,"2018-05-06"
"MÉXICO",19,2018,4,4,"2018-05-06"
"NUEVO LEÓN",19,2018,31,31,"2018-05-06"
"HIDALGO",19,2018,4,4,"2018-05-06"
"COAHUILA",19,2018,1,1,"2018-05-06"
"AGUASCALIENTES",19,2018,0,0,"2018-05-06"
"BAJA CALIFORNIA",19,2018,2,2,"2018-05-06"
"CHIHUAHUA",19,2018,0,0,"2018-05-06"
"CIUDAD DE MÉXICO",19,2018,6,6,"2018-05-06"
"DURANGO",19,2018,0,0,"2018-05-06"
"GUANAJUATO",19,2018,23,23,"2018-05-06"
"QUERÉTARO",19,2018,0,0,"2018-05-06"
"SONORA",19,2018,8,8,"2018-05-06"
"TLAXCALA",19,2018,0,0,"2018-05-06"
"ZACATECAS",19,2018,0,0,"2018-05-06"
"CHIAPAS",20,2018,88,88,"2018-05-13"
"VERACRUZ",20,2018,80,80,"2018-05-13"
"TABASCO",20,2018,6,6,"2018-05-13"
"QUINTANA ROO",20,2018,19,19,"2018-05-13"
"JALISCO",20,2018,68,68,"2018-05-13"
"MICHOACÁN",20,2018,16,16,"2018-05-13"
"OAXACA",20,2018,25,25,"2018-05-13"
"SAN LUIS POTOSÍ",20,2018,23,23,"2018-05-13"
"GUERRERO",20,2018,28,28,"2018-05-13"
"MORELOS",20,2018,26,26,"2018-05-13"
"COLIMA",20,2018,12,12,"2018-05-13"
"TAMAULIPAS",20,2018,38,38,"2018-05-13"
"NAYARIT",20,2018,8,8,"2018-05-13"
"SINALOA",20,2018,8,8,"2018-05-13"
"PUEBLA",20,2018,13,13,"2018-05-13"
"YUCATÁN",20,2018,25,25,"2018-05-13"
"MÉXICO",20,2018,9,9,"2018-05-13"
"BAJA CALIFORNIA SUR",20,2018,6,6,"2018-05-13"
"CAMPECHE",20,2018,8,8,"2018-05-13"
"NUEVO LEÓN",20,2018,37,37,"2018-05-13"
"HIDALGO",20,2018,2,2,"2018-05-13"
"AGUASCALIENTES",20,2018,0,0,"2018-05-13"
"COAHUILA",20,2018,2,2,"2018-05-13"
"BAJA CALIFORNIA",20,2018,2,2,"2018-05-13"
"CHIHUAHUA",20,2018,0,0,"2018-05-13"
"CIUDAD DE MÉXICO",20,2018,5,5,"2018-05-13"
"DURANGO",20,2018,4,4,"2018-05-13"
"GUANAJUATO",20,2018,34,34,"2018-05-13"
"QUERÉTARO",20,2018,0,0,"2018-05-13"
"SONORA",20,2018,9,9,"2018-05-13"
"TLAXCALA",20,2018,0,0,"2018-05-13"
"ZACATECAS",20,2018,0,0,"2018-05-13"
"CHIAPAS",21,2018,118,118,"2018-05-20"
"VERACRUZ",21,2018,87,87,"2018-05-20"
"TABASCO",21,2018,15,15,"2018-05-20"
"QUINTANA ROO",21,2018,14,14,"2018-05-20"
"JALISCO",21,2018,105,105,"2018-05-20"
"MICHOACÁN",21,2018,35,35,"2018-05-20"
"OAXACA",21,2018,54,54,"2018-05-20"
"PUEBLA",21,2018,18,18,"2018-05-20"
"SAN LUIS POTOSÍ",21,2018,10,10,"2018-05-20"
"MORELOS",21,2018,42,42,"2018-05-20"
"GUERRERO",21,2018,21,21,"2018-05-20"
"COLIMA",21,2018,21,21,"2018-05-20"
"TAMAULIPAS",21,2018,26,26,"2018-05-20"
"NAYARIT",21,2018,21,21,"2018-05-20"
"SINALOA",21,2018,10,10,"2018-05-20"
"CAMPECHE",21,2018,6,6,"2018-05-20"
"YUCATÁN",21,2018,21,21,"2018-05-20"
"MÉXICO",21,2018,11,11,"2018-05-20"
"BAJA CALIFORNIA SUR",21,2018,2,2,"2018-05-20"
"NUEVO LEÓN",21,2018,54,54,"2018-05-20"
"HIDALGO",21,2018,2,2,"2018-05-20"
"COAHUILA",21,2018,2,2,"2018-05-20"
"AGUASCALIENTES",21,2018,2,2,"2018-05-20"
"BAJA CALIFORNIA",21,2018,1,1,"2018-05-20"
"CHIHUAHUA",21,2018,0,0,"2018-05-20"
"CIUDAD DE MÉXICO",21,2018,0,0,"2018-05-20"
"DURANGO",21,2018,0,0,"2018-05-20"
"GUANAJUATO",21,2018,24,24,"2018-05-20"
"QUERÉTARO",21,2018,0,0,"2018-05-20"
"SONORA",21,2018,8,8,"2018-05-20"
"TLAXCALA",21,2018,0,0,"2018-05-20"
"ZACATECAS",21,2018,0,0,"2018-05-20"
"CHIAPAS",22,2018,190,190,"2018-05-27"
"VERACRUZ",22,2018,94,94,"2018-05-27"
"TABASCO",22,2018,10,10,"2018-05-27"
"QUINTANA ROO",22,2018,328,328,"2018-05-27"
"JALISCO",22,2018,1130,1130,"2018-05-27"
"MICHOACÁN",22,2018,23,23,"2018-05-27"
"OAXACA",22,2018,50,50,"2018-05-27"
"PUEBLA",22,2018,19,19,"2018-05-27"
"MORELOS",22,2018,32,32,"2018-05-27"
"SAN LUIS POTOSÍ",22,2018,16,16,"2018-05-27"
"GUERRERO",22,2018,27,27,"2018-05-27"
"TAMAULIPAS",22,2018,39,39,"2018-05-27"
"COLIMA",22,2018,26,26,"2018-05-27"
"NAYARIT",22,2018,184,184,"2018-05-27"
"SINALOA",22,2018,16,16,"2018-05-27"
"CAMPECHE",22,2018,13,13,"2018-05-27"
"YUCATÁN",22,2018,287,287,"2018-05-27"
"MÉXICO",22,2018,15,15,"2018-05-27"
"HIDALGO",22,2018,7,7,"2018-05-27"
"BAJA CALIFORNIA SUR",22,2018,4,4,"2018-05-27"
"NUEVO LEÓN",22,2018,41,41,"2018-05-27"
"COAHUILA",22,2018,6,6,"2018-05-27"
"AGUASCALIENTES",22,2018,0,0,"2018-05-27"
"BAJA CALIFORNIA",22,2018,5,5,"2018-05-27"
"CHIHUAHUA",22,2018,0,0,"2018-05-27"
"CIUDAD DE MÉXICO",22,2018,4,4,"2018-05-27"
"DURANGO",22,2018,0,0,"2018-05-27"
"GUANAJUATO",22,2018,35,35,"2018-05-27"
"QUERÉTARO",22,2018,1,1,"2018-05-27"
"SONORA",22,2018,8,8,"2018-05-27"
"TLAXCALA",22,2018,0,0,"2018-05-27"
"ZACATECAS",22,2018,0,0,"2018-05-27"
"CHIAPAS",23,2018,1753,1753,"2018-06-03"
"VERACRUZ",23,2018,128,128,"2018-06-03"
"TABASCO",23,2018,9,9,"2018-06-03"
"QUINTANA ROO",23,2018,56,56,"2018-06-03"
"JALISCO",23,2018,229,229,"2018-06-03"
"MICHOACÁN",23,2018,51,51,"2018-06-03"
"OAXACA",23,2018,47,47,"2018-06-03"
"MORELOS",23,2018,32,32,"2018-06-03"
"PUEBLA",23,2018,147,147,"2018-06-03"
"GUERRERO",23,2018,29,29,"2018-06-03"
"SAN LUIS POTOSÍ",23,2018,26,26,"2018-06-03"
"TAMAULIPAS",23,2018,30,30,"2018-06-03"
"COLIMA",23,2018,27,27,"2018-06-03"
"NAYARIT",23,2018,26,26,"2018-06-03"
"SINALOA",23,2018,16,16,"2018-06-03"
"CAMPECHE",23,2018,9,9,"2018-06-03"
"HIDALGO",23,2018,7,7,"2018-06-03"
"YUCATÁN",23,2018,60,60,"2018-06-03"
"MÉXICO",23,2018,22,22,"2018-06-03"
"NUEVO LEÓN",23,2018,42,42,"2018-06-03"
"BAJA CALIFORNIA SUR",23,2018,3,3,"2018-06-03"
"COAHUILA",23,2018,4,4,"2018-06-03"
"AGUASCALIENTES",23,2018,1,1,"2018-06-03"
"BAJA CALIFORNIA",23,2018,4,4,"2018-06-03"
"CHIHUAHUA",23,2018,1,1,"2018-06-03"
"CIUDAD DE MÉXICO",23,2018,3,3,"2018-06-03"
"DURANGO",23,2018,0,0,"2018-06-03"
"GUANAJUATO",23,2018,24,24,"2018-06-03"
"QUERÉTARO",23,2018,0,0,"2018-06-03"
"SONORA",23,2018,13,13,"2018-06-03"
"TLAXCALA",23,2018,0,0,"2018-06-03"
"ZACATECAS",23,2018,0,0,"2018-06-03"
"CHIAPAS",24,2018,587,587,"2018-06-10"
"VERACRUZ",24,2018,120,120,"2018-06-10"
"TABASCO",24,2018,6,6,"2018-06-10"
"JALISCO",24,2018,142,142,"2018-06-10"
"QUINTANA ROO",24,2018,28,28,"2018-06-10"
"MICHOACÁN",24,2018,53,53,"2018-06-10"
"OAXACA",24,2018,63,63,"2018-06-10"
"MORELOS",24,2018,19,19,"2018-06-10"
"PUEBLA",24,2018,47,47,"2018-06-10"
"GUERRERO",24,2018,34,34,"2018-06-10"
"SAN LUIS POTOSÍ",24,2018,38,38,"2018-06-10"
"TAMAULIPAS",24,2018,41,41,"2018-06-10"
"COLIMA",24,2018,20,20,"2018-06-10"
"NAYARIT",24,2018,13,13,"2018-06-10"
"SINALOA",24,2018,13,13,"2018-06-10"
"CAMPECHE",24,2018,6,6,"2018-06-10"
"HIDALGO",24,2018,7,7,"2018-06-10"
"YUCATÁN",24,2018,31,31,"2018-06-10"
"MÉXICO",24,2018,27,27,"2018-06-10"
"NUEVO LEÓN",24,2018,35,35,"2018-06-10"
"BAJA CALIFORNIA SUR",24,2018,7,7,"2018-06-10"
"COAHUILA",24,2018,2,2,"2018-06-10"
"GUANAJUATO",24,2018,24,24,"2018-06-10"
"AGUASCALIENTES",24,2018,0,0,"2018-06-10"
"BAJA CALIFORNIA",24,2018,4,4,"2018-06-10"
"CHIHUAHUA",24,2018,0,0,"2018-06-10"
"CIUDAD DE MÉXICO",24,2018,6,6,"2018-06-10"
"DURANGO",24,2018,0,0,"2018-06-10"
"QUERÉTARO",24,2018,1,1,"2018-06-10"
"SONORA",24,2018,6,6,"2018-06-10"
"TLAXCALA",24,2018,0,0,"2018-06-10"
"ZACATECAS",24,2018,0,0,"2018-06-10"
"CHIAPAS",25,2018,322,322,"2018-06-17"
"VERACRUZ",25,2018,171,171,"2018-06-17"
"TABASCO",25,2018,17,17,"2018-06-17"
"JALISCO",25,2018,132,132,"2018-06-17"
"QUINTANA ROO",25,2018,25,25,"2018-06-17"
"OAXACA",25,2018,60,60,"2018-06-17"
"MICHOACÁN",25,2018,40,40,"2018-06-17"
"PUEBLA",25,2018,14,14,"2018-06-17"
"MORELOS",25,2018,25,25,"2018-06-17"
"GUERRERO",25,2018,46,46,"2018-06-17"
"SAN LUIS POTOSÍ",25,2018,66,66,"2018-06-17"
"TAMAULIPAS",25,2018,28,28,"2018-06-17"
"COLIMA",25,2018,22,22,"2018-06-17"
"NAYARIT",25,2018,19,19,"2018-06-17"
"SINALOA",25,2018,14,14,"2018-06-17"
"CAMPECHE",25,2018,6,6,"2018-06-17"
"HIDALGO",25,2018,4,4,"2018-06-17"
"YUCATÁN",25,2018,32,32,"2018-06-17"
"MÉXICO",25,2018,19,19,"2018-06-17"
"NUEVO LEÓN",25,2018,45,45,"2018-06-17"
"BAJA CALIFORNIA SUR",25,2018,6,6,"2018-06-17"
"GUANAJUATO",25,2018,23,23,"2018-06-17"
"COAHUILA",25,2018,3,3,"2018-06-17"
"AGUASCALIENTES",25,2018,0,0,"2018-06-17"
"BAJA CALIFORNIA",25,2018,2,2,"2018-06-17"
"CHIHUAHUA",25,2018,0,0,"2018-06-17"
"CIUDAD DE MÉXICO",25,2018,3,3,"2018-06-17"
"DURANGO",25,2018,4,4,"2018-06-17"
"QUERÉTARO",25,2018,0,0,"2018-06-17"
"SONORA",25,2018,12,12,"2018-06-17"
"TLAXCALA",25,2018,0,0,"2018-06-17"
"ZACATECAS",25,2018,0,0,"2018-06-17"
"VERACRUZ",26,2018,126,126,"2018-06-24"
"CHIAPAS",26,2018,307,307,"2018-06-24"
"JALISCO",26,2018,136,136,"2018-06-24"
"TABASCO",26,2018,15,15,"2018-06-24"
"QUINTANA ROO",26,2018,69,69,"2018-06-24"
"OAXACA",26,2018,57,57,"2018-06-24"
"MICHOACÁN",26,2018,33,33,"2018-06-24"
"MORELOS",26,2018,26,26,"2018-06-24"
"PUEBLA",26,2018,11,11,"2018-06-24"
"GUERRERO",26,2018,46,46,"2018-06-24"
"SAN LUIS POTOSÍ",26,2018,22,22,"2018-06-24"
"TAMAULIPAS",26,2018,37,37,"2018-06-24"
"COLIMA",26,2018,14,14,"2018-06-24"
"NAYARIT",26,2018,11,11,"2018-06-24"
"HIDALGO",26,2018,3,3,"2018-06-24"
"SINALOA",26,2018,16,16,"2018-06-24"
"CAMPECHE",26,2018,11,11,"2018-06-24"
"YUCATÁN",26,2018,42,42,"2018-06-24"
"NUEVO LEÓN",26,2018,33,33,"2018-06-24"
"MÉXICO",26,2018,16,16,"2018-06-24"
"BAJA CALIFORNIA SUR",26,2018,5,5,"2018-06-24"
"GUANAJUATO",26,2018,25,25,"2018-06-24"
"COAHUILA",26,2018,1,1,"2018-06-24"
"AGUASCALIENTES",26,2018,0,0,"2018-06-24"
"BAJA CALIFORNIA",26,2018,2,2,"2018-06-24"
"CHIHUAHUA",26,2018,1,1,"2018-06-24"
"CIUDAD DE MÉXICO",26,2018,8,8,"2018-06-24"
"DURANGO",26,2018,1,1,"2018-06-24"
"QUERÉTARO",26,2018,0,0,"2018-06-24"
"SONORA",26,2018,7,7,"2018-06-24"
"TLAXCALA",26,2018,2,2,"2018-06-24"
"ZACATECAS",26,2018,0,0,"2018-06-24"
"VERACRUZ",27,2018,155,155,"2018-07-01"
"CHIAPAS",27,2018,253,253,"2018-07-01"
"JALISCO",27,2018,138,138,"2018-07-01"
"TABASCO",27,2018,15,15,"2018-07-01"
"QUINTANA ROO",27,2018,45,45,"2018-07-01"
"OAXACA",27,2018,79,79,"2018-07-01"
"MICHOACÁN",27,2018,26,26,"2018-07-01"
"PUEBLA",27,2018,9,9,"2018-07-01"
"GUERRERO",27,2018,42,42,"2018-07-01"
"MORELOS",27,2018,33,33,"2018-07-01"
"SAN LUIS POTOSÍ",27,2018,42,42,"2018-07-01"
"TAMAULIPAS",27,2018,53,53,"2018-07-01"
"NAYARIT",27,2018,18,18,"2018-07-01"
"COLIMA",27,2018,31,31,"2018-07-01"
"HIDALGO",27,2018,3,3,"2018-07-01"
"SINALOA",27,2018,17,17,"2018-07-01"
"CAMPECHE",27,2018,22,22,"2018-07-01"
"YUCATÁN",27,2018,39,39,"2018-07-01"
"NUEVO LEÓN",27,2018,36,36,"2018-07-01"
"GUANAJUATO",27,2018,19,19,"2018-07-01"
"MÉXICO",27,2018,16,16,"2018-07-01"
"BAJA CALIFORNIA SUR",27,2018,9,9,"2018-07-01"
"COAHUILA",27,2018,3,3,"2018-07-01"
"AGUASCALIENTES",27,2018,0,0,"2018-07-01"
"BAJA CALIFORNIA",27,2018,2,2,"2018-07-01"
"CHIHUAHUA",27,2018,1,1,"2018-07-01"
"CIUDAD DE MÉXICO",27,2018,11,11,"2018-07-01"
"DURANGO",27,2018,0,0,"2018-07-01"
"QUERÉTARO",27,2018,0,0,"2018-07-01"
"SONORA",27,2018,10,10,"2018-07-01"
"TLAXCALA",27,2018,0,0,"2018-07-01"
"ZACATECAS",27,2018,0,0,"2018-07-01"
"VERACRUZ",28,2018,151,151,"2018-07-08"
"CHIAPAS",28,2018,276,276,"2018-07-08"
"JALISCO",28,2018,178,178,"2018-07-08"
"QUINTANA ROO",28,2018,44,44,"2018-07-08"
"TABASCO",28,2018,13,13,"2018-07-08"
"OAXACA",28,2018,81,81,"2018-07-08"
"MICHOACÁN",28,2018,26,26,"2018-07-08"
"PUEBLA",28,2018,18,18,"2018-07-08"
"MORELOS",28,2018,35,35,"2018-07-08"
"GUERRERO",28,2018,41,41,"2018-07-08"
"SAN LUIS POTOSÍ",28,2018,30,30,"2018-07-08"
"TAMAULIPAS",28,2018,39,39,"2018-07-08"
"NAYARIT",28,2018,16,16,"2018-07-08"
"COLIMA",28,2018,33,33,"2018-07-08"
"HIDALGO",28,2018,4,4,"2018-07-08"
"SINALOA",28,2018,8,8,"2018-07-08"
"CAMPECHE",28,2018,14,14,"2018-07-08"
"NUEVO LEÓN",28,2018,54,54,"2018-07-08"
"YUCATÁN",28,2018,67,67,"2018-07-08"
"GUANAJUATO",28,2018,30,30,"2018-07-08"
"MÉXICO",28,2018,22,22,"2018-07-08"
"BAJA CALIFORNIA SUR",28,2018,8,8,"2018-07-08"
"COAHUILA",28,2018,3,3,"2018-07-08"
"AGUASCALIENTES",28,2018,0,0,"2018-07-08"
"BAJA CALIFORNIA",28,2018,3,3,"2018-07-08"
"CHIHUAHUA",28,2018,1,1,"2018-07-08"
"CIUDAD DE MÉXICO",28,2018,3,3,"2018-07-08"
"DURANGO",28,2018,4,4,"2018-07-08"
"QUERÉTARO",28,2018,0,0,"2018-07-08"
"SONORA",28,2018,15,15,"2018-07-08"
"TLAXCALA",28,2018,0,0,"2018-07-08"
"ZACATECAS",28,2018,0,0,"2018-07-08"
"CHIAPAS",29,2018,288,288,"2018-07-15"
"VERACRUZ",29,2018,160,160,"2018-07-15"
"JALISCO",29,2018,184,184,"2018-07-15"
"QUINTANA ROO",29,2018,43,43,"2018-07-15"
"TABASCO",29,2018,7,7,"2018-07-15"
"OAXACA",29,2018,81,81,"2018-07-15"
"MORELOS",29,2018,39,39,"2018-07-15"
"MICHOACÁN",29,2018,39,39,"2018-07-15"
"GUERRERO",29,2018,64,64,"2018-07-15"
"PUEBLA",29,2018,9,9,"2018-07-15"
"SAN LUIS POTOSÍ",29,2018,29,29,"2018-07-15"
"TAMAULIPAS",29,2018,38,38,"2018-07-15"
"NAYARIT",29,2018,10,10,"2018-07-15"
"COLIMA",29,2018,28,28,"2018-07-15"
"HIDALGO",29,2018,3,3,"2018-07-15"
"SINALOA",29,2018,19,19,"2018-07-15"
"CAMPECHE",29,2018,16,16,"2018-07-15"
"NUEVO LEÓN",29,2018,44,44,"2018-07-15"
"GUANAJUATO",29,2018,31,31,"2018-07-15"
"YUCATÁN",29,2018,49,49,"2018-07-15"
"MÉXICO",29,2018,16,16,"2018-07-15"
"BAJA CALIFORNIA SUR",29,2018,17,17,"2018-07-15"
"COAHUILA",29,2018,5,5,"2018-07-15"
"AGUASCALIENTES",29,2018,0,0,"2018-07-15"
