"Estado","Semana_Epidemiologica","Anio","Incidencia","n","fecha"
"CIUDAD DE MÉXICO",21,2021,NA,1,"2021-05-23"
"COAHUILA",21,2021,NA,10,"2021-05-23"
"COLIMA",21,2021,NA,26,"2021-05-23"
"GUANAJUATO",21,2021,NA,7,"2021-05-23"
"GUERRERO",21,2021,NA,69,"2021-05-23"
"HIDALGO",21,2021,NA,6,"2021-05-23"
"JALISCO",21,2021,NA,92,"2021-05-23"
"MÉXICO",21,2021,NA,40,"2021-05-23"
"MICHOACÁN",21,2021,NA,35,"2021-05-23"
"MORELOS",21,2021,NA,92,"2021-05-23"
"NAYARIT",21,2021,NA,8,"2021-05-23"
"NUEVO LEÓN",21,2021,NA,25,"2021-05-23"
"OAXACA",21,2021,NA,66,"2021-05-23"
"PUEBLA",21,2021,NA,15,"2021-05-23"
"QUERÉTARO",21,2021,NA,1,"2021-05-23"
"QUINTANA ROO",21,2021,NA,18,"2021-05-23"
"SAN LUIS POTOSÍ",21,2021,NA,17,"2021-05-23"
"SINALOA",21,2021,NA,7,"2021-05-23"
"SONORA",21,2021,NA,4,"2021-05-23"
"TABASCO",21,2021,NA,12,"2021-05-23"
"TAMAULIPAS",21,2021,NA,42,"2021-05-23"
"TLAXCALA",21,2021,NA,1,"2021-05-23"
"VERACRUZ",21,2021,NA,48,"2021-05-23"
"YUCATÁN",21,2021,NA,5,"2021-05-23"
"AGUASCALIENTES",22,2020,NA,1,"2020-05-24"
"BAJA CALIFORNIA",22,2020,NA,1,"2020-05-24"
"CAMPECHE",22,2020,NA,5,"2020-05-24"
"CHIAPAS",22,2020,NA,39,"2020-05-24"
"COAHUILA",22,2020,NA,2,"2020-05-24"
"COLIMA",22,2020,NA,17,"2020-05-24"
"GUANAJUATO",22,2020,NA,6,"2020-05-24"
"GUERRERO",22,2020,NA,120,"2020-05-24"
"HIDALGO",22,2020,NA,25,"2020-05-24"
"JALISCO",22,2020,NA,427,"2020-05-24"
"MÉXICO",22,2020,NA,24,"2020-05-24"
"MICHOACÁN",22,2020,NA,273,"2020-05-24"
"MORELOS",22,2020,NA,33,"2020-05-24"
"NAYARIT",22,2020,NA,49,"2020-05-24"
"NUEVO LEÓN",22,2020,NA,8,"2020-05-24"
"OAXACA",22,2020,NA,39,"2020-05-24"
"PUEBLA",22,2020,NA,59,"2020-05-24"
"QUERÉTARO",22,2020,NA,5,"2020-05-24"
"QUINTANA ROO",22,2020,NA,12,"2020-05-24"
"SAN LUIS POTOSÍ",22,2020,NA,71,"2020-05-24"
"SINALOA",22,2020,NA,9,"2020-05-24"
"SONORA",22,2020,NA,12,"2020-05-24"
"TABASCO",22,2020,NA,17,"2020-05-24"
"TAMAULIPAS",22,2020,NA,46,"2020-05-24"
"VERACRUZ",22,2020,NA,94,"2020-05-24"
"YUCATÁN",22,2020,NA,10,"2020-05-24"
"BAJA CALIFORNIA",22,2021,NA,1,"2021-05-30"
"BAJA CALIFORNIA SUR",22,2021,NA,1,"2021-05-30"
"CAMPECHE",22,2021,NA,8,"2021-05-30"
"CHIAPAS",22,2021,NA,42,"2021-05-30"
"CIUDAD DE MÉXICO",22,2021,NA,2,"2021-05-30"
"COAHUILA",22,2021,NA,5,"2021-05-30"
"COLIMA",22,2021,NA,18,"2021-05-30"
"DURANGO",22,2021,NA,2,"2021-05-30"
"GUANAJUATO",22,2021,NA,10,"2021-05-30"
"GUERRERO",22,2021,NA,67,"2021-05-30"
"HIDALGO",22,2021,NA,1,"2021-05-30"
"JALISCO",22,2021,NA,85,"2021-05-30"
"MÉXICO",22,2021,NA,24,"2021-05-30"
"MICHOACÁN",22,2021,NA,27,"2021-05-30"
"MORELOS",22,2021,NA,81,"2021-05-30"
"NAYARIT",22,2021,NA,14,"2021-05-30"
"NUEVO LEÓN",22,2021,NA,23,"2021-05-30"
"OAXACA",22,2021,NA,74,"2021-05-30"
"PUEBLA",22,2021,NA,18,"2021-05-30"
"QUERÉTARO",22,2021,NA,2,"2021-05-30"
"QUINTANA ROO",22,2021,NA,19,"2021-05-30"
"SAN LUIS POTOSÍ",22,2021,NA,39,"2021-05-30"
"SINALOA",22,2021,NA,9,"2021-05-30"
"SONORA",22,2021,NA,3,"2021-05-30"
"TABASCO",22,2021,NA,16,"2021-05-30"
"TAMAULIPAS",22,2021,NA,58,"2021-05-30"
"VERACRUZ",22,2021,NA,51,"2021-05-30"
"YUCATÁN",22,2021,NA,6,"2021-05-30"
"ZACATECAS",22,2021,NA,1,"2021-05-30"
"AGUASCALIENTES",23,2020,NA,1,"2020-05-31"
"CAMPECHE",23,2020,NA,9,"2020-05-31"
"CHIAPAS",23,2020,NA,54,"2020-05-31"
"CHIHUAHUA",23,2020,NA,1,"2020-05-31"
"CIUDAD DE MÉXICO",23,2020,NA,1,"2020-05-31"
"COLIMA",23,2020,NA,12,"2020-05-31"
"DURANGO",23,2020,NA,1,"2020-05-31"
"GUANAJUATO",23,2020,NA,5,"2020-05-31"
"GUERRERO",23,2020,NA,152,"2020-05-31"
"HIDALGO",23,2020,NA,30,"2020-05-31"
"JALISCO",23,2020,NA,489,"2020-05-31"
"MÉXICO",23,2020,NA,10,"2020-05-31"
"MICHOACÁN",23,2020,NA,305,"2020-05-31"
"MORELOS",23,2020,NA,45,"2020-05-31"
"NAYARIT",23,2020,NA,51,"2020-05-31"
"NUEVO LEÓN",23,2020,NA,14,"2020-05-31"
"OAXACA",23,2020,NA,39,"2020-05-31"
"PUEBLA",23,2020,NA,52,"2020-05-31"
"QUERÉTARO",23,2020,NA,5,"2020-05-31"
"QUINTANA ROO",23,2020,NA,14,"2020-05-31"
"SAN LUIS POTOSÍ",23,2020,NA,85,"2020-05-31"
"SINALOA",23,2020,NA,25,"2020-05-31"
"SONORA",23,2020,NA,14,"2020-05-31"
"TABASCO",23,2020,NA,14,"2020-05-31"
"TAMAULIPAS",23,2020,NA,82,"2020-05-31"
"VERACRUZ",23,2020,NA,100,"2020-05-31"
"YUCATÁN",23,2020,NA,11,"2020-05-31"
"ZACATECAS",23,2020,NA,1,"2020-05-31"
"BAJA CALIFORNIA SUR",23,2021,NA,3,"2021-06-06"
"CAMPECHE",23,2021,NA,8,"2021-06-06"
"CHIAPAS",23,2021,NA,38,"2021-06-06"
"CHIHUAHUA",23,2021,NA,1,"2021-06-06"
"CIUDAD DE MÉXICO",23,2021,NA,3,"2021-06-06"
"COAHUILA",23,2021,NA,2,"2021-06-06"
"COLIMA",23,2021,NA,16,"2021-06-06"
"DURANGO",23,2021,NA,1,"2021-06-06"
"GUANAJUATO",23,2021,NA,9,"2021-06-06"
"GUERRERO",23,2021,NA,55,"2021-06-06"
"HIDALGO",23,2021,NA,5,"2021-06-06"
"JALISCO",23,2021,NA,82,"2021-06-06"
"MÉXICO",23,2021,NA,26,"2021-06-06"
"MICHOACÁN",23,2021,NA,34,"2021-06-06"
"MORELOS",23,2021,NA,113,"2021-06-06"
"NAYARIT",23,2021,NA,12,"2021-06-06"
"NUEVO LEÓN",23,2021,NA,36,"2021-06-06"
"OAXACA",23,2021,NA,91,"2021-06-06"
"PUEBLA",23,2021,NA,26,"2021-06-06"
"QUERÉTARO",23,2021,NA,1,"2021-06-06"
"QUINTANA ROO",23,2021,NA,18,"2021-06-06"
"SAN LUIS POTOSÍ",23,2021,NA,33,"2021-06-06"
"SINALOA",23,2021,NA,12,"2021-06-06"
"TABASCO",23,2021,NA,8,"2021-06-06"
"TAMAULIPAS",23,2021,NA,81,"2021-06-06"
"VERACRUZ",23,2021,NA,74,"2021-06-06"
"YUCATÁN",23,2021,NA,6,"2021-06-06"
"BAJA CALIFORNIA",24,2020,NA,1,"2020-06-07"
"BAJA CALIFORNIA SUR",24,2020,NA,1,"2020-06-07"
"CAMPECHE",24,2020,NA,14,"2020-06-07"
"CHIAPAS",24,2020,NA,57,"2020-06-07"
"CIUDAD DE MÉXICO",24,2020,NA,1,"2020-06-07"
"COAHUILA",24,2020,NA,1,"2020-06-07"
"COLIMA",24,2020,NA,31,"2020-06-07"
"GUANAJUATO",24,2020,NA,10,"2020-06-07"
"GUERRERO",24,2020,NA,137,"2020-06-07"
"HIDALGO",24,2020,NA,40,"2020-06-07"
"JALISCO",24,2020,NA,535,"2020-06-07"
"MÉXICO",24,2020,NA,5,"2020-06-07"
"MICHOACÁN",24,2020,NA,443,"2020-06-07"
"MORELOS",24,2020,NA,37,"2020-06-07"
"NAYARIT",24,2020,NA,72,"2020-06-07"
"NUEVO LEÓN",24,2020,NA,8,"2020-06-07"
"OAXACA",24,2020,NA,60,"2020-06-07"
"PUEBLA",24,2020,NA,71,"2020-06-07"
"QUERÉTARO",24,2020,NA,6,"2020-06-07"
"QUINTANA ROO",24,2020,NA,21,"2020-06-07"
"SAN LUIS POTOSÍ",24,2020,NA,60,"2020-06-07"
"SINALOA",24,2020,NA,5,"2020-06-07"
"SONORA",24,2020,NA,5,"2020-06-07"
"TABASCO",24,2020,NA,20,"2020-06-07"
"TAMAULIPAS",24,2020,NA,127,"2020-06-07"
"VERACRUZ",24,2020,NA,137,"2020-06-07"
"YUCATÁN",24,2020,NA,37,"2020-06-07"
"BAJA CALIFORNIA SUR",24,2021,NA,2,"2021-06-13"
"CAMPECHE",24,2021,NA,10,"2021-06-13"
"CHIAPAS",24,2021,NA,39,"2021-06-13"
"CIUDAD DE MÉXICO",24,2021,NA,1,"2021-06-13"
"COAHUILA",24,2021,NA,8,"2021-06-13"
"COLIMA",24,2021,NA,24,"2021-06-13"
"GUANAJUATO",24,2021,NA,12,"2021-06-13"
"GUERRERO",24,2021,NA,74,"2021-06-13"
"HIDALGO",24,2021,NA,9,"2021-06-13"
"JALISCO",24,2021,NA,103,"2021-06-13"
"MÉXICO",24,2021,NA,28,"2021-06-13"
"MICHOACÁN",24,2021,NA,27,"2021-06-13"
"MORELOS",24,2021,NA,126,"2021-06-13"
"NAYARIT",24,2021,NA,25,"2021-06-13"
"NUEVO LEÓN",24,2021,NA,24,"2021-06-13"
"OAXACA",24,2021,NA,82,"2021-06-13"
"PUEBLA",24,2021,NA,29,"2021-06-13"
"QUINTANA ROO",24,2021,NA,15,"2021-06-13"
"SAN LUIS POTOSÍ",24,2021,NA,29,"2021-06-13"
"SINALOA",24,2021,NA,14,"2021-06-13"
"TABASCO",24,2021,NA,20,"2021-06-13"
"TAMAULIPAS",24,2021,NA,48,"2021-06-13"
"VERACRUZ",24,2021,NA,69,"2021-06-13"
"YUCATÁN",24,2021,NA,9,"2021-06-13"
"BAJA CALIFORNIA",25,2020,NA,3,"2020-06-14"
"BAJA CALIFORNIA SUR",25,2020,NA,1,"2020-06-14"
"CAMPECHE",25,2020,NA,21,"2020-06-14"
"CHIAPAS",25,2020,NA,24,"2020-06-14"
"COAHUILA",25,2020,NA,1,"2020-06-14"
"COLIMA",25,2020,NA,26,"2020-06-14"
"GUANAJUATO",25,2020,NA,12,"2020-06-14"
"GUERRERO",25,2020,NA,130,"2020-06-14"
"HIDALGO",25,2020,NA,62,"2020-06-14"
"JALISCO",25,2020,NA,521,"2020-06-14"
"MÉXICO",25,2020,NA,4,"2020-06-14"
"MICHOACÁN",25,2020,NA,377,"2020-06-14"
"MORELOS",25,2020,NA,38,"2020-06-14"
"NAYARIT",25,2020,NA,117,"2020-06-14"
"NUEVO LEÓN",25,2020,NA,20,"2020-06-14"
"OAXACA",25,2020,NA,94,"2020-06-14"
"PUEBLA",25,2020,NA,73,"2020-06-14"
"QUERÉTARO",25,2020,NA,3,"2020-06-14"
"QUINTANA ROO",25,2020,NA,48,"2020-06-14"
"SAN LUIS POTOSÍ",25,2020,NA,95,"2020-06-14"
"SINALOA",25,2020,NA,8,"2020-06-14"
"SONORA",25,2020,NA,1,"2020-06-14"
"TABASCO",25,2020,NA,26,"2020-06-14"
"TAMAULIPAS",25,2020,NA,122,"2020-06-14"
"VERACRUZ",25,2020,NA,145,"2020-06-14"
"YUCATÁN",25,2020,NA,52,"2020-06-14"
"CAMPECHE",25,2021,NA,2,"2021-06-20"
"CHIAPAS",25,2021,NA,39,"2021-06-20"
"CHIHUAHUA",25,2021,NA,1,"2021-06-20"
"CIUDAD DE MÉXICO",25,2021,NA,4,"2021-06-20"
"COAHUILA",25,2021,NA,5,"2021-06-20"
"COLIMA",25,2021,NA,25,"2021-06-20"
"GUANAJUATO",25,2021,NA,10,"2021-06-20"
"GUERRERO",25,2021,NA,70,"2021-06-20"
"HIDALGO",25,2021,NA,6,"2021-06-20"
"JALISCO",25,2021,NA,115,"2021-06-20"
"MÉXICO",25,2021,NA,28,"2021-06-20"
"MICHOACÁN",25,2021,NA,23,"2021-06-20"
"MORELOS",25,2021,NA,113,"2021-06-20"
"NAYARIT",25,2021,NA,8,"2021-06-20"
"NUEVO LEÓN",25,2021,NA,43,"2021-06-20"
"OAXACA",25,2021,NA,87,"2021-06-20"
"PUEBLA",25,2021,NA,24,"2021-06-20"
"QUERÉTARO",25,2021,NA,2,"2021-06-20"
"QUINTANA ROO",25,2021,NA,26,"2021-06-20"
"SAN LUIS POTOSÍ",25,2021,NA,37,"2021-06-20"
"SINALOA",25,2021,NA,15,"2021-06-20"
"SONORA",25,2021,NA,3,"2021-06-20"
"TABASCO",25,2021,NA,13,"2021-06-20"
"TAMAULIPAS",25,2021,NA,52,"2021-06-20"
"VERACRUZ",25,2021,NA,84,"2021-06-20"
"YUCATÁN",25,2021,NA,13,"2021-06-20"
"BAJA CALIFORNIA SUR",26,2020,NA,1,"2020-06-21"
"CAMPECHE",26,2020,NA,26,"2020-06-21"
"CHIAPAS",26,2020,NA,21,"2020-06-21"
"CIUDAD DE MÉXICO",26,2020,NA,1,"2020-06-21"
"COLIMA",26,2020,NA,31,"2020-06-21"
"DURANGO",26,2020,NA,1,"2020-06-21"
"GUANAJUATO",26,2020,NA,9,"2020-06-21"
"GUERRERO",26,2020,NA,151,"2020-06-21"
"HIDALGO",26,2020,NA,68,"2020-06-21"
"JALISCO",26,2020,NA,480,"2020-06-21"
"MÉXICO",26,2020,NA,18,"2020-06-21"
"MICHOACÁN",26,2020,NA,275,"2020-06-21"
"MORELOS",26,2020,NA,61,"2020-06-21"
"NAYARIT",26,2020,NA,95,"2020-06-21"
"NUEVO LEÓN",26,2020,NA,21,"2020-06-21"
"OAXACA",26,2020,NA,67,"2020-06-21"
"PUEBLA",26,2020,NA,59,"2020-06-21"
"QUERÉTARO",26,2020,NA,4,"2020-06-21"
"QUINTANA ROO",26,2020,NA,57,"2020-06-21"
"SAN LUIS POTOSÍ",26,2020,NA,112,"2020-06-21"
"SINALOA",26,2020,NA,9,"2020-06-21"
"SONORA",26,2020,NA,2,"2020-06-21"
"TABASCO",26,2020,NA,39,"2020-06-21"
"TAMAULIPAS",26,2020,NA,161,"2020-06-21"
"VERACRUZ",26,2020,NA,167,"2020-06-21"
"YUCATÁN",26,2020,NA,65,"2020-06-21"
"BAJA CALIFORNIA",26,2021,NA,2,"2021-06-27"
"BAJA CALIFORNIA SUR",26,2021,NA,1,"2021-06-27"
"CAMPECHE",26,2021,NA,7,"2021-06-27"
"CHIAPAS",26,2021,NA,47,"2021-06-27"
"CIUDAD DE MÉXICO",26,2021,NA,2,"2021-06-27"
"COAHUILA",26,2021,NA,8,"2021-06-27"
"COLIMA",26,2021,NA,24,"2021-06-27"
"GUANAJUATO",26,2021,NA,11,"2021-06-27"
"GUERRERO",26,2021,NA,78,"2021-06-27"
"HIDALGO",26,2021,NA,5,"2021-06-27"
"JALISCO",26,2021,NA,125,"2021-06-27"
"MÉXICO",26,2021,NA,10,"2021-06-27"
"MICHOACÁN",26,2021,NA,27,"2021-06-27"
"MORELOS",26,2021,NA,103,"2021-06-27"
"NAYARIT",26,2021,NA,22,"2021-06-27"
"NUEVO LEÓN",26,2021,NA,21,"2021-06-27"
"OAXACA",26,2021,NA,135,"2021-06-27"
"PUEBLA",26,2021,NA,23,"2021-06-27"
"QUERÉTARO",26,2021,NA,3,"2021-06-27"
"QUINTANA ROO",26,2021,NA,30,"2021-06-27"
"SAN LUIS POTOSÍ",26,2021,NA,32,"2021-06-27"
"SINALOA",26,2021,NA,10,"2021-06-27"
"SONORA",26,2021,NA,4,"2021-06-27"
"TABASCO",26,2021,NA,10,"2021-06-27"
"TAMAULIPAS",26,2021,NA,57,"2021-06-27"
"VERACRUZ",26,2021,NA,85,"2021-06-27"
"YUCATÁN",26,2021,NA,15,"2021-06-27"
"BAJA CALIFORNIA SUR",27,2020,NA,4,"2020-06-28"
"CAMPECHE",27,2020,NA,26,"2020-06-28"
"CHIAPAS",27,2020,NA,23,"2020-06-28"
"COAHUILA",27,2020,NA,2,"2020-06-28"
"COLIMA",27,2020,NA,21,"2020-06-28"
"GUANAJUATO",27,2020,NA,6,"2020-06-28"
"GUERRERO",27,2020,NA,112,"2020-06-28"
"HIDALGO",27,2020,NA,65,"2020-06-28"
"JALISCO",27,2020,NA,545,"2020-06-28"
"MÉXICO",27,2020,NA,19,"2020-06-28"
"MICHOACÁN",27,2020,NA,240,"2020-06-28"
"MORELOS",27,2020,NA,73,"2020-06-28"
"NAYARIT",27,2020,NA,96,"2020-06-28"
"NUEVO LEÓN",27,2020,NA,21,"2020-06-28"
"OAXACA",27,2020,NA,91,"2020-06-28"
"PUEBLA",27,2020,NA,79,"2020-06-28"
"QUERÉTARO",27,2020,NA,13,"2020-06-28"
"QUINTANA ROO",27,2020,NA,67,"2020-06-28"
"SAN LUIS POTOSÍ",27,2020,NA,119,"2020-06-28"
"SINALOA",27,2020,NA,8,"2020-06-28"
"TABASCO",27,2020,NA,32,"2020-06-28"
"TAMAULIPAS",27,2020,NA,152,"2020-06-28"
"VERACRUZ",27,2020,NA,163,"2020-06-28"
"YUCATÁN",27,2020,NA,51,"2020-06-28"
"BAJA CALIFORNIA",27,2021,NA,1,"2021-07-04"
"BAJA CALIFORNIA SUR",27,2021,NA,3,"2021-07-04"
"CAMPECHE",27,2021,NA,7,"2021-07-04"
"CHIAPAS",27,2021,NA,49,"2021-07-04"
"CIUDAD DE MÉXICO",27,2021,NA,1,"2021-07-04"
"COAHUILA",27,2021,NA,7,"2021-07-04"
"COLIMA",27,2021,NA,30,"2021-07-04"
"GUANAJUATO",27,2021,NA,14,"2021-07-04"
"GUERRERO",27,2021,NA,85,"2021-07-04"
"HIDALGO",27,2021,NA,7,"2021-07-04"
"JALISCO",27,2021,NA,161,"2021-07-04"
"MÉXICO",27,2021,NA,20,"2021-07-04"
"MICHOACÁN",27,2021,NA,41,"2021-07-04"
"MORELOS",27,2021,NA,109,"2021-07-04"
"NAYARIT",27,2021,NA,23,"2021-07-04"
"NUEVO LEÓN",27,2021,NA,27,"2021-07-04"
"OAXACA",27,2021,NA,173,"2021-07-04"
"PUEBLA",27,2021,NA,34,"2021-07-04"
"QUERÉTARO",27,2021,NA,4,"2021-07-04"
"QUINTANA ROO",27,2021,NA,25,"2021-07-04"
"SAN LUIS POTOSÍ",27,2021,NA,38,"2021-07-04"
"SINALOA",27,2021,NA,15,"2021-07-04"
"SONORA",27,2021,NA,7,"2021-07-04"
"TABASCO",27,2021,NA,21,"2021-07-04"
"TAMAULIPAS",27,2021,NA,35,"2021-07-04"
"VERACRUZ",27,2021,NA,104,"2021-07-04"
"YUCATÁN",27,2021,NA,21,"2021-07-04"
"ZACATECAS",27,2021,NA,1,"2021-07-04"
"AGUASCALIENTES",28,2020,NA,1,"2020-07-05"
"BAJA CALIFORNIA",28,2020,NA,1,"2020-07-05"
"BAJA CALIFORNIA SUR",28,2020,NA,3,"2020-07-05"
"CAMPECHE",28,2020,NA,22,"2020-07-05"
"CHIAPAS",28,2020,NA,30,"2020-07-05"
"CIUDAD DE MÉXICO",28,2020,NA,2,"2020-07-05"
"COAHUILA",28,2020,NA,1,"2020-07-05"
"COLIMA",28,2020,NA,24,"2020-07-05"
"GUANAJUATO",28,2020,NA,17,"2020-07-05"
"GUERRERO",28,2020,NA,133,"2020-07-05"
"HIDALGO",28,2020,NA,69,"2020-07-05"
"JALISCO",28,2020,NA,603,"2020-07-05"
"MÉXICO",28,2020,NA,26,"2020-07-05"
"MICHOACÁN",28,2020,NA,256,"2020-07-05"
"MORELOS",28,2020,NA,111,"2020-07-05"
"NAYARIT",28,2020,NA,94,"2020-07-05"
"NUEVO LEÓN",28,2020,NA,21,"2020-07-05"
"OAXACA",28,2020,NA,70,"2020-07-05"
"PUEBLA",28,2020,NA,89,"2020-07-05"
"QUERÉTARO",28,2020,NA,15,"2020-07-05"
"QUINTANA ROO",28,2020,NA,47,"2020-07-05"
"SAN LUIS POTOSÍ",28,2020,NA,159,"2020-07-05"
"SINALOA",28,2020,NA,6,"2020-07-05"
"SONORA",28,2020,NA,3,"2020-07-05"
"TABASCO",28,2020,NA,39,"2020-07-05"
"TAMAULIPAS",28,2020,NA,151,"2020-07-05"
"VERACRUZ",28,2020,NA,151,"2020-07-05"
"YUCATÁN",28,2020,NA,37,"2020-07-05"
"AGUASCALIENTES",28,2021,NA,1,"2021-07-11"
"BAJA CALIFORNIA SUR",28,2021,NA,1,"2021-07-11"
"CAMPECHE",28,2021,NA,2,"2021-07-11"
"CHIAPAS",28,2021,NA,33,"2021-07-11"
"CIUDAD DE MÉXICO",28,2021,NA,5,"2021-07-11"
"COAHUILA",28,2021,NA,11,"2021-07-11"
"COLIMA",28,2021,NA,35,"2021-07-11"
"DURANGO",28,2021,NA,1,"2021-07-11"
"GUANAJUATO",28,2021,NA,22,"2021-07-11"
"GUERRERO",28,2021,NA,90,"2021-07-11"
"HIDALGO",28,2021,NA,10,"2021-07-11"
"JALISCO",28,2021,NA,149,"2021-07-11"
"MÉXICO",28,2021,NA,12,"2021-07-11"
"MICHOACÁN",28,2021,NA,49,"2021-07-11"
"MORELOS",28,2021,NA,140,"2021-07-11"
"NAYARIT",28,2021,NA,17,"2021-07-11"
"NUEVO LEÓN",28,2021,NA,21,"2021-07-11"
"OAXACA",28,2021,NA,120,"2021-07-11"
"PUEBLA",28,2021,NA,39,"2021-07-11"
"QUERÉTARO",28,2021,NA,2,"2021-07-11"
"QUINTANA ROO",28,2021,NA,9,"2021-07-11"
"SAN LUIS POTOSÍ",28,2021,NA,28,"2021-07-11"
"SINALOA",28,2021,NA,9,"2021-07-11"
"SONORA",28,2021,NA,3,"2021-07-11"
"TABASCO",28,2021,NA,14,"2021-07-11"
"TAMAULIPAS",28,2021,NA,57,"2021-07-11"
"VERACRUZ",28,2021,NA,109,"2021-07-11"
"YUCATÁN",28,2021,NA,14,"2021-07-11"
"AGUASCALIENTES",29,2020,NA,1,"2020-07-12"
"BAJA CALIFORNIA",29,2020,NA,2,"2020-07-12"
"BAJA CALIFORNIA SUR",29,2020,NA,6,"2020-07-12"
"CAMPECHE",29,2020,NA,15,"2020-07-12"
"CHIAPAS",29,2020,NA,28,"2020-07-12"
"CHIHUAHUA",29,2020,NA,1,"2020-07-12"
"CIUDAD DE MÉXICO",29,2020,NA,3,"2020-07-12"
"COLIMA",29,2020,NA,29,"2020-07-12"
"DURANGO",29,2020,NA,1,"2020-07-12"
"GUANAJUATO",29,2020,NA,8,"2020-07-12"
"GUERRERO",29,2020,NA,128,"2020-07-12"
"HIDALGO",29,2020,NA,80,"2020-07-12"
"JALISCO",29,2020,NA,631,"2020-07-12"
"MÉXICO",29,2020,NA,11,"2020-07-12"
"MICHOACÁN",29,2020,NA,347,"2020-07-12"
"MORELOS",29,2020,NA,105,"2020-07-12"
"NAYARIT",29,2020,NA,93,"2020-07-12"
"NUEVO LEÓN",29,2020,NA,27,"2020-07-12"
"OAXACA",29,2020,NA,48,"2020-07-12"
"PUEBLA",29,2020,NA,85,"2020-07-12"
"QUERÉTARO",29,2020,NA,34,"2020-07-12"
"QUINTANA ROO",29,2020,NA,32,"2020-07-12"
"SAN LUIS POTOSÍ",29,2020,NA,138,"2020-07-12"
"SINALOA",29,2020,NA,15,"2020-07-12"
"SONORA",29,2020,NA,2,"2020-07-12"
"TABASCO",29,2020,NA,21,"2020-07-12"
"TAMAULIPAS",29,2020,NA,245,"2020-07-12"
"VERACRUZ",29,2020,NA,145,"2020-07-12"
"YUCATÁN",29,2020,NA,27,"2020-07-12"
"BAJA CALIFORNIA",29,2021,NA,1,"2021-07-18"
"BAJA CALIFORNIA SUR",29,2021,NA,1,"2021-07-18"
"CAMPECHE",29,2021,NA,3,"2021-07-18"
"CHIAPAS",29,2021,NA,46,"2021-07-18"
"CIUDAD DE MÉXICO",29,2021,NA,1,"2021-07-18"
"COAHUILA",29,2021,NA,11,"2021-07-18"
"COLIMA",29,2021,NA,44,"2021-07-18"
"GUANAJUATO",29,2021,NA,17,"2021-07-18"
"GUERRERO",29,2021,NA,59,"2021-07-18"
"HIDALGO",29,2021,NA,8,"2021-07-18"
"JALISCO",29,2021,NA,163,"2021-07-18"
"MÉXICO",29,2021,NA,14,"2021-07-18"
"MICHOACÁN",29,2021,NA,45,"2021-07-18"
"MORELOS",29,2021,NA,167,"2021-07-18"
"NAYARIT",29,2021,NA,21,"2021-07-18"
"NUEVO LEÓN",29,2021,NA,27,"2021-07-18"
"OAXACA",29,2021,NA,112,"2021-07-18"
"PUEBLA",29,2021,NA,50,"2021-07-18"
"QUERÉTARO",29,2021,NA,3,"2021-07-18"
"QUINTANA ROO",29,2021,NA,25,"2021-07-18"
"SAN LUIS POTOSÍ",29,2021,NA,44,"2021-07-18"
"SINALOA",29,2021,NA,9,"2021-07-18"
"SONORA",29,2021,NA,5,"2021-07-18"
"TABASCO",29,2021,NA,12,"2021-07-18"
"TAMAULIPAS",29,2021,NA,78,"2021-07-18"
"VERACRUZ",29,2021,NA,100,"2021-07-18"
"YUCATÁN",29,2021,NA,12,"2021-07-18"
"BAJA CALIFORNIA",30,2020,NA,3,"2020-07-19"
"BAJA CALIFORNIA SUR",30,2020,NA,1,"2020-07-19"
"CAMPECHE",30,2020,NA,8,"2020-07-19"
"CHIAPAS",30,2020,NA,26,"2020-07-19"
"CIUDAD DE MÉXICO",30,2020,NA,1,"2020-07-19"
"COAHUILA",30,2020,NA,1,"2020-07-19"
"COLIMA",30,2020,NA,37,"2020-07-19"
"DURANGO",30,2020,NA,3,"2020-07-19"
"GUANAJUATO",30,2020,NA,24,"2020-07-19"
"GUERRERO",30,2020,NA,150,"2020-07-19"
"HIDALGO",30,2020,NA,87,"2020-07-19"
"JALISCO",30,2020,NA,566,"2020-07-19"
"MÉXICO",30,2020,NA,24,"2020-07-19"
"MICHOACÁN",30,2020,NA,289,"2020-07-19"
"MORELOS",30,2020,NA,106,"2020-07-19"
"NAYARIT",30,2020,NA,73,"2020-07-19"
"NUEVO LEÓN",30,2020,NA,29,"2020-07-19"
"OAXACA",30,2020,NA,54,"2020-07-19"
"PUEBLA",30,2020,NA,100,"2020-07-19"
"QUERÉTARO",30,2020,NA,25,"2020-07-19"
"QUINTANA ROO",30,2020,NA,36,"2020-07-19"
"SAN LUIS POTOSÍ",30,2020,NA,127,"2020-07-19"
"SINALOA",30,2020,NA,6,"2020-07-19"
"SONORA",30,2020,NA,5,"2020-07-19"
"TABASCO",30,2020,NA,17,"2020-07-19"
"TAMAULIPAS",30,2020,NA,165,"2020-07-19"
"TLAXCALA",30,2020,NA,1,"2020-07-19"
"VERACRUZ",30,2020,NA,143,"2020-07-19"
"YUCATÁN",30,2020,NA,36,"2020-07-19"
"BAJA CALIFORNIA SUR",30,2021,NA,3,"2021-07-25"
"CAMPECHE",30,2021,NA,2,"2021-07-25"
"CHIAPAS",30,2021,NA,37,"2021-07-25"
"CHIHUAHUA",30,2021,NA,1,"2021-07-25"
"CIUDAD DE MÉXICO",30,2021,NA,2,"2021-07-25"
"COAHUILA",30,2021,NA,17,"2021-07-25"
"COLIMA",30,2021,NA,33,"2021-07-25"
