Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
TAMAULIPAS *,"2,146",443.0,25.0,3.0,38.0,4.0,63.0,7.0,0.0,0.0,20,2021
NUEVO LEÓN,193,222.0,1.0,5.0,1.0,0.0,2.0,5.0,0.0,0.0,20,2021
PUEBLA,325,105.0,36.0,2.0,7.0,2.0,43.0,4.0,0.0,0.0,20,2021
GUANAJUATO,114,79.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,20,2021
BAJA CALIFORNIA SUR,37,23.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,20,2021
CAMPECHE,493,52.0,9.0,0.0,27.0,1.0,36.0,1.0,0.0,0.0,20,2021
QUINTANA ROO,"1,227",234.0,98.0,1.0,105.0,0.0,203.0,1.0,0.0,0.0,20,2021
SONORA,104,19.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,20,2021
YUCATÁN,648,130.0,44.0,0.0,85.0,1.0,129.0,1.0,1.0,0.0,20,2021
AGUASCALIENTES,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
BAJA CALIFORNIA,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
COAHUILA,35,76.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,20,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
CIUDAD DE MÉXICO,29,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
DURANGO,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
HIDALGO,182,29.0,42.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,20,2021
QUERÉTARO,93,12.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,20,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
ZACATECAS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2021
GUERRERO,"2,385",671,67.0,37.0,174.0,52.0,241.0,89.0,0.0,0.0,21,2021
VERACRUZ,"4,621",662,594.0,52.0,199.0,29.0,793.0,81.0,1.0,0.0,21,2021
COLIMA,649,486,23.0,28.0,34.0,36.0,57.0,64.0,2.0,0.0,21,2021
MORELOS,560,560,9.0,42.0,46.0,22.0,55.0,64.0,0.0,0.0,21,2021
MICHOACÁN,"1,237",599,111.0,46.0,20.0,15.0,131.0,61.0,0.0,0.0,21,2021
JALISCO,"2,701","1,073",301.0,32.0,89.0,15.0,390.0,47.0,0.0,0.0,21,2021
OAXACA,"1,045",434,17.0,19.0,27.0,23.0,44.0,42.0,2.0,2.0,21,2021
MÉXICO,276,125,24.0,29.0,0.0,2.0,24.0,31.0,0.0,0.0,21,2021
CHIAPAS,893,392,33.0,8.0,73.0,18.0,106.0,26.0,0.0,0.0,21,2021
SINALOA,498,192,41.0,9.0,25.0,17.0,66.0,26.0,0.0,0.0,21,2021
NAYARIT,"1,501",208,22.0,7.0,202.0,6.0,224.0,13.0,1.0,0.0,21,2021
TABASCO,"2,638",237,107.0,4.0,273.0,9.0,380.0,13.0,4.0,0.0,21,2021
SAN LUIS POTOSÍ,900,172,142.0,8.0,9.0,0.0,151.0,8.0,0.0,0.0,21,2021
TAMAULIPAS,"2,201",471,27.0,3.0,38.0,4.0,65.0,7.0,0.0,0.0,21,2021
PUEBLA,345,121,45.0,4.0,7.0,2.0,52.0,6.0,0.0,0.0,21,2021
NUEVO LEÓN,204,243,1.0,5.0,1.0,0.0,2.0,5.0,0.0,0.0,21,2021
CAMPECHE,497,60,9.0,2.0,27.0,1.0,36.0,3.0,0.0,0.0,21,2021
GUANAJUATO,121,92,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,21,2021
BAJA CALIFORNIA SUR,38,24,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,21,2021
QUINTANA ROO,"1,250",261,98.0,1.0,105.0,0.0,203.0,1.0,0.0,0.0,21,2021
SONORA,104,23,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,21,2021
YUCATÁN,657,136,44.0,0.0,85.0,1.0,129.0,1.0,1.0,0.0,21,2021
AGUASCALIENTES,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
BAJA CALIFORNIA,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
COAHUILA,35,85,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,21,2021
CHIHUAHUA,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
CIUDAD DE MÉXICO,29,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
DURANGO,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
HIDALGO,193,34,42.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,21,2021
QUERÉTARO,101,13,45.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,21,2021
TLAXCALA,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
ZACATECAS,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2021
COLIMA*,536,329.0,21.0,21.0,22.0,29.0,43.0,50.0,1.0,0.0,14,2021
MICHOACÁN,712,412.0,76.0,32.0,13.0,7.0,89.0,39.0,0.0,0.0,14,2021
VERACRUZ,"3,817",359.0,479.0,23.0,154.0,14.0,633.0,37.0,0.0,0.0,14,2021
GUERRERO,"1,823",381.0,58.0,12.0,151.0,23.0,209.0,35.0,0.0,0.0,14,2021
JALISCO,"1,745",692.0,98.0,22.0,67.0,11.0,165.0,33.0,0.0,0.0,14,2021
SINALOA,463,150.0,35.0,8.0,23.0,11.0,58.0,19.0,0.0,0.0,14,2021
OAXACA,853,184.0,12.0,3.0,14.0,13.0,26.0,16.0,0.0,1.0,14,2021
MORELOS,399,186.0,7.0,8.0,32.0,4.0,39.0,12.0,0.0,0.0,14,2021
MÉXICO,199,64.0,8.0,9.0,0.0,2.0,8.0,11.0,0.0,0.0,14,2021
CHIAPAS,717,186.0,26.0,2.0,62.0,8.0,88.0,10.0,0.0,0.0,14,2021
NAYARIT,"1,164",142.0,18.0,4.0,152.0,3.0,170.0,7.0,0.0,0.0,14,2021
SAN LUIS POTOSÍ,575,115.0,32.0,7.0,3.0,0.0,35.0,7.0,0.0,0.0,14,2021
TAMAULIPAS,"1,818",259.0,19.0,3.0,34.0,4.0,53.0,7.0,0.0,0.0,14,2021
TABASCO,"2,473",142.0,97.0,2.0,265.0,4.0,362.0,6.0,0.0,0.0,14,2021
NUEVO LEÓN,165,124.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,14,2021
PUEBLA,202,64.0,12.0,2.0,5.0,1.0,17.0,3.0,0.0,0.0,14,2021
BAJA CALIFORNIA SUR,35,8.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,14,2021
GUANAJUATO,92,46.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,14,2021
SONORA,96,12.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,14,2021
AGUASCALIENTES,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
BAJA CALIFORNIA,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
CAMPECHE,453,41.0,8.0,0.0,26.0,0.0,34.0,0.0,0.0,0.0,14,2021
COAHUILA,31,66.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,14,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
CIUDAD DE MÉXICO,29,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
DURANGO,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
HIDALGO,103,15.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,14,2021
QUERÉTARO,21,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,2021
QUINTANA ROO,"1,176",174.0,97.0,0.0,102.0,0.0,199.0,0.0,0.0,0.0,14,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
YUCATÁN,593,86.0,41.0,0.0,81.0,0.0,122.0,0.0,0.0,0.0,14,2021
ZACATECAS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021
COLIMA,546,351.0,0.0,22.0,22.0,30.0,22.0,52.0,1.0,0.0,15,2021
VERACRUZ,"3,908",401.0,500.0,27.0,166.0,18.0,666.0,45.0,0.0,0.0,15,2021
MICHOACÁN,732,446.0,78.0,33.0,15.0,7.0,93.0,40.0,0.0,0.0,15,2021
GUERRERO,"1,858",404.0,60.0,12.0,154.0,24.0,214.0,36.0,0.0,0.0,15,2021
JALISCO,"1,819",747.0,108.0,22.0,71.0,11.0,179.0,33.0,0.0,0.0,15,2021
SINALOA,469,153.0,35.0,8.0,23.0,11.0,58.0,19.0,0.0,0.0,15,2021
OAXACA,863,200.0,13.0,5.0,16.0,13.0,29.0,18.0,0.0,1.0,15,2021
MORELOS,414,205.0,7.0,8.0,32.0,5.0,39.0,13.0,0.0,0.0,15,2021
MÉXICO,205,69.0,8.0,9.0,0.0,2.0,8.0,11.0,0.0,0.0,15,2021
CHIAPAS,746,226.0,0.0,2.0,65.0,8.0,65.0,10.0,0.0,0.0,15,2021
NAYARIT,"1,227",151.0,18.0,4.0,166.0,5.0,184.0,9.0,0.0,0.0,15,2021
TABASCO,"2,498",164.0,106.0,2.0,269.0,6.0,375.0,8.0,0.0,0.0,15,2021
SAN LUIS POTOSÍ,595,125.0,40.0,7.0,3.0,0.0,43.0,7.0,0.0,0.0,15,2021
TAMAULIPAS,"1,861",295.0,20.0,3.0,34.0,4.0,54.0,7.0,0.0,0.0,15,2021
NUEVO LEÓN,167,133.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,15,2021
PUEBLA,209,73.0,16.0,2.0,5.0,2.0,21.0,4.0,0.0,0.0,15,2021
BAJA CALIFORNIA SUR,35,10.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,15,2021
CAMPECHE,458,40.0,8.0,0.0,27.0,1.0,35.0,1.0,0.0,0.0,15,2021
GUANAJUATO,97,51.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,15,2021
SONORA,97,11.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,15,2021
AGUASCALIENTES,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021
BAJA CALIFORNIA,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021
CHIHUAHUA,6,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,15,2021
COAHUILA,31,67.0,27.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,15,2021
DISTRITO FEDERAL,29,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021
DURANGO,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021
HIDALGO,109,16.0,27.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,15,2021
QUERÉTARO,22,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,2021
QUINTANA ROO,"1,187",184.0,97.0,0.0,104.0,0.0,201.0,0.0,0.0,0.0,15,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021
YUCATÁN,601,96.0,43.0,0.0,82.0,0.0,125.0,0.0,0.0,0.0,15,2021
ZACATECAS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021
MORELOS,823,"1,180",35.0,137.0,58.0,73.0,93.0,210.0,0.0,0.0,27,2021
VERACRUZ,"5,415","1,082",687.0,109.0,205.0,49.0,892.0,158.0,1.0,0.0,27,2021
GUERRERO,"3,148","1,082",74.0,77.0,184.0,75.0,258.0,152.0,0.0,0.0,27,2021
OAXACA,"1,419","1,006",22.0,45.0,29.0,43.0,51.0,88.0,2.0,2.0,27,2021
MICHOACÁN,"3,117",772,364.0,64.0,38.0,19.0,402.0,83.0,0.0,0.0,27,2021
COLIMA,780,618,32.0,34.0,36.0,44.0,68.0,78.0,2.0,0.0,27,2021
MÉXICO,355,272,39.0,72.0,0.0,6.0,39.0,78.0,0.0,0.0,27,2021
JALISCO,"5,611","1,719",809.0,50.0,159.0,15.0,968.0,65.0,1.0,0.0,27,2021
CHIAPAS,"1,145",625,40.0,14.0,79.0,31.0,119.0,45.0,0.0,0.0,27,2021
SAN LUIS POTOSÍ,"1,434",366,274.0,44.0,13.0,1.0,287.0,45.0,0.0,0.0,27,2021
SINALOA,565,261,46.0,14.0,25.0,19.0,71.0,33.0,0.0,0.0,27,2021
PUEBLA,719,262,107.0,28.0,14.0,4.0,121.0,32.0,0.0,0.0,27,2021
NAYARIT,"1,954",301,27.0,9.0,234.0,8.0,261.0,17.0,2.0,0.0,27,2021
TABASCO*,"2,773",323,109.0,5.0,273.0,10.0,382.0,15.0,8.0,0.0,27,2021
TAMAULIPAS,"2,830",801,100.0,4.0,46.0,5.0,146.0,9.0,0.0,0.0,27,2021
CAMPECHE,582,94,10.0,3.0,28.0,2.0,38.0,5.0,0.0,0.0,27,2021
NUEVO LEÓN,289,424,8.0,5.0,4.0,0.0,12.0,5.0,0.0,0.0,27,2021
BAJA CALIFORNIA SUR,43,34,4.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,27,2021
GUANAJUATO,169,150,3.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,27,2021
QUINTANA ROO,"1,437",376,103.0,1.0,106.0,0.0,209.0,1.0,0.0,0.0,27,2021
SONORA,141,38,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,27,2021
YUCATÁN,874,197,46.0,0.0,90.0,1.0,136.0,1.0,1.0,0.0,27,2021
ZACATECAS,6,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,27,2021
AGUASCALIENTES,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2021
BAJA CALIFORNIA,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2021
COAHUILA,41,121,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,27,2021
CHIHUAHUA,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2021
CIUDAD DE MÉXICO,34,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2021
DURANGO,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2021
HIDALGO,455,67,156.0,0.0,9.0,0.0,165.0,0.0,0.0,0.0,27,2021
QUERÉTARO,125,23,57.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,27,2021
TLAXCALA,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2021
MORELOS,764,"1,100",24.0,115.0,58.0,65.0,82.0,180.0,0.0,0.0,26,2021
GUERRERO,"3,040","1,001",73.0,71.0,184.0,69.0,257.0,140.0,0.0,0.0,26,2021
VERACRUZ,"5,222",993,670.0,95.0,205.0,45.0,875.0,140.0,1.0,0.0,26,2021
MICHOACÁN,"2,850",732,364.0,60.0,37.0,19.0,401.0,79.0,0.0,0.0,26,2021
MÉXICO,331,257,39.0,72.0,0.0,6.0,39.0,78.0,0.0,0.0,26,2021
COLIMA,758,591,31.0,33.0,36.0,44.0,67.0,77.0,2.0,0.0,26,2021
OAXACA,"1,332",840,22.0,40.0,29.0,36.0,51.0,76.0,2.0,2.0,26,2021
JALISCO,"5,100","1,564",732.0,46.0,154.0,15.0,886.0,61.0,1.0,0.0,26,2021
CHIAPAS,"1,120",579,38.0,14.0,79.0,31.0,117.0,45.0,0.0,0.0,26,2021
SAN LUIS POTOSÍ,"1,309",328,274.0,40.0,12.0,1.0,286.0,41.0,0.0,0.0,26,2021
SINALOA,554,250,46.0,14.0,25.0,17.0,71.0,31.0,0.0,0.0,26,2021
PUEBLA,663,238,87.0,25.0,12.0,4.0,99.0,29.0,0.0,0.0,26,2021
NAYARIT,"1,859",284,27.0,8.0,226.0,7.0,253.0,15.0,2.0,0.0,26,2021
TABASCO,"2,738",307,109.0,5.0,273.0,10.0,382.0,15.0,8.0,0.0,26,2021
TAMAULIPAS,"2,684",754,87.0,5.0,42.0,5.0,129.0,10.0,0.0,0.0,26,2021
CAMPECHE,558,92,10.0,3.0,28.0,2.0,38.0,5.0,0.0,0.0,26,2021
NUEVO LEÓN,266,395,3.0,5.0,2.0,0.0,5.0,5.0,0.0,0.0,26,2021
BAJA CALIFORNIA SUR,41,31,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,26,2021
GUANAJUATO,162,138,3.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,26,2021
QUINTANA ROO,"1,366",353,100.0,1.0,105.0,0.0,205.0,1.0,0.0,0.0,26,2021
SONORA,140,32,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,26,2021
YUCATÁN,803,177,46.0,0.0,89.0,1.0,135.0,1.0,1.0,0.0,26,2021
ZACATECAS,6,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,26,2021
AGUASCALIENTES,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2021
BAJA CALIFORNIA,12,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2021
COAHUILA,39,117,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,26,2021
CHIHUAHUA,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2021
CIUDAD DE MÉXICO,33,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2021
DURANGO,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2021
HIDALGO,383,59,150.0,0.0,9.0,0.0,159.0,0.0,0.0,0.0,26,2021
QUERÉTARO,122,18,55.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,26,2021
TLAXCALA,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2021
GUERRERO,"2,173",543.0,64.0,31.0,166.0,37.0,230.0,68.0,0.0,0.0,19,2021
VERACRUZ,"4,385",567.0,565.0,42.0,188.0,23.0,753.0,65.0,1.0,0.0,19,2021
COLIMA,607,431.0,23.0,25.0,27.0,34.0,50.0,59.0,2.0,0.0,19,2021
MICHOACÁN,964,533.0,102.0,43.0,19.0,9.0,121.0,52.0,0.0,0.0,19,2021
JALISCO,"2,274",939.0,216.0,30.0,79.0,14.0,295.0,44.0,0.0,0.0,19,2021
MORELOS *,505,395.0,8.0,27.0,45.0,16.0,53.0,43.0,0.0,0.0,19,2021
OAXACA,972,303.0,17.0,13.0,22.0,17.0,39.0,30.0,2.0,2.0,19,2021
SINALOA,483,180.0,39.0,9.0,25.0,16.0,64.0,25.0,0.0,0.0,19,2021
CHIAPAS,833,325.0,30.0,6.0,69.0,11.0,99.0,17.0,0.0,0.0,19,2021
TABASCO,"2,596",219.0,107.0,4.0,272.0,9.0,379.0,13.0,4.0,0.0,19,2021
MÉXICO,252,80.0,8.0,10.0,0.0,2.0,8.0,12.0,0.0,0.0,19,2021
NAYARIT,"1,410",192.0,22.0,5.0,196.0,6.0,218.0,11.0,1.0,0.0,19,2021
TAMAULIPAS,"2,072",400.0,25.0,5.0,38.0,4.0,63.0,9.0,0.0,0.0,19,2021
SAN LUIS POTOSÍ,788,150.0,100.0,7.0,8.0,0.0,108.0,7.0,0.0,0.0,19,2021
NUEVO LEÓN,185,204.0,1.0,5.0,1.0,0.0,2.0,5.0,0.0,0.0,19,2021
PUEBLA,297,93.0,17.0,2.0,5.0,2.0,22.0,4.0,0.0,0.0,19,2021
GUANAJUATO,112,72.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,19,2021
BAJA CALIFORNIA SUR,35,18.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,19,2021
CAMPECHE,488,47.0,9.0,0.0,27.0,1.0,36.0,1.0,0.0,0.0,19,2021
SONORA,104,17.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,19,2021
YUCATÁN,641,122.0,44.0,0.0,85.0,1.0,129.0,1.0,1.0,0.0,19,2021
AGUASCALIENTES,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
BAJA CALIFORNIA,7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
COAHUILA,34,74.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,19,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
CIUDAD DE MÉXICO,29,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
DURANGO,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
HIDALGO,156,26.0,41.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,19,2021
QUERÉTARO,42,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19,2021
QUINTANA ROO,"1,221",218.0,98.0,0.0,105.0,0.0,203.0,0.0,0.0,0.0,19,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
ZACATECAS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2021
VERACRUZ,"4,266",534.0,539.0,38.0,177.0,22.0,716.0,60.0,1.0,0.0,18,2021
GUERRERO,"2,081",515.0,64.0,26.0,160.0,32.0,224.0,58.0,0.0,0.0,18,2021
COLIMA,591,412.0,23.0,25.0,26.0,32.0,49.0,57.0,2.0,0.0,18,2021
MICHOACÁN,894,516.0,89.0,42.0,17.0,9.0,106.0,51.0,0.0,0.0,18,2021
JALISCO,"2,134",883.0,185.0,25.0,76.0,14.0,261.0,39.0,0.0,0.0,18,2021
MORELOS,475,343.0,8.0,17.0,45.0,15.0,53.0,32.0,0.0,0.0,18,2021
OAXACA,942,274.0,14.0,11.0,21.0,17.0,35.0,28.0,2.0,2.0,18,2021
SINALOA,483,176.0,36.0,9.0,24.0,14.0,60.0,23.0,0.0,0.0,18,2021
CHIAPAS,819,293.0,30.0,6.0,68.0,11.0,98.0,17.0,0.0,0.0,18,2021
MÉXICO,238,77.0,8.0,10.0,0.0,2.0,8.0,12.0,0.0,0.0,18,2021
TABASCO,"2,587",211.0,107.0,3.0,272.0,8.0,379.0,11.0,4.0,0.0,18,2021
NAYARIT,"1,378",184.0,19.0,4.0,192.0,5.0,211.0,9.0,1.0,0.0,18,2021
SAN LUIS POTOSÍ,728,145.0,65.0,7.0,7.0,0.0,72.0,7.0,0.0,0.0,18,2021
TAMAULIPAS,"2,023",375.0,24.0,3.0,36.0,4.0,60.0,7.0,0.0,0.0,18,2021
NUEVO LEÓN,180,182.0,1.0,5.0,1.0,0.0,2.0,5.0,0.0,0.0,18,2021
PUEBLA,271,90.0,17.0,2.0,5.0,2.0,22.0,4.0,0.0,0.0,18,2021
GUANAJUATO,111,65.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,18,2021
BAJA CALIFORNIA SUR,35,20.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,18,2021
CAMPECHE,485,45.0,9.0,0.0,27.0,1.0,36.0,1.0,0.0,0.0,18,2021
SONORA,100,15.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,18,2021
AGUASCALIENTES,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
BAJA CALIFORNIA,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
COAHUILA,33,73.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,18,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
CIUDAD DE MÉXICO,29,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
DURANGO,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
HIDALGO,146,22.0,41.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,18,2021
QUERÉTARO,27,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18,2021
QUINTANA ROO,"1,217",210.0,98.0,0.0,105.0,0.0,203.0,0.0,0.0,0.0,18,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
YUCATÁN,636,113.0,44.0,0.0,85.0,0.0,129.0,0.0,1.0,0.0,18,2021
ZACATECAS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021
SINALOA,"3,053","4,279",450,892.0,251.0,505.0,701,"1,397",0.0,2.0,50,2021
COAHUILA,"3,350","1,958",870,996.0,83.0,74.0,953,"1,070",1.0,0.0,50,2021
VERACRUZ,"7,867","3,461","1,160",743.0,351.0,234.0,"1,511",977,1.0,0.0,50,2021
MORELOS,"3,807","3,295",391,225.0,218.0,347.0,609,572,1.0,4.0,50,2021
OAXACA,"3,312","3,664",138,174.0,117.0,240.0,255,414,6.0,5.0,50,2021
GUERRERO,"6,268","2,043",208,134.0,381.0,191.0,589,325,8.0,2.0,50,2021
CHIAPAS,"1,849","1,546",80,89.0,211.0,150.0,291,239,6.0,0.0,50,2021
MICHOACÁN,"11,182","1,576","2,261",151.0,177.0,58.0,"2,438",209,4.0,3.0,50,2021
JALISCO,"22,772","3,884","4,416",149.0,882.0,27.0,"5,298",176,15.0,2.0,50,2021
MÉXICO,850,565,216,149.0,6.0,11.0,222,160,0.0,0.0,50,2021
COLIMA,"2,065","1,101",175,66.0,189.0,82.0,364,148,5.0,1.0,50,2021
PUEBLA,"4,223",826,800,94.0,163.0,30.0,963,124,1.0,1.0,50,2021
SONORA,219,439,6,100.0,2.0,23.0,8,123,0.0,0.0,50,2021
TABASCO,"3,141",865,114,40.0,282.0,42.0,396,82,9.0,0.0,50,2021
SAN LUIS POTOSÍ,"7,044",843,"1,779",76.0,66.0,4.0,"1,845",80,3.0,0.0,50,2021
NUEVO LEÓN,"7,241",925,"1,923",62.0,342.0,17.0,"2,265",79,0.0,0.0,50,2021
NAYARIT,"6,542",661,251,22.0,568.0,25.0,819,47,6.0,0.0,50,2021
GUANAJUATO,"1,245",313,308,22.0,4.0,0.0,312,22,0.0,0.0,50,2021
CAMPECHE,741,194,11,7.0,29.0,13.0,40,20,0.0,0.0,50,2021
HIDALGO,"1,584",208,733,13.0,31.0,7.0,764,20,0.0,0.0,50,2021
TAMAULIPAS,"15,779","1,323","1,858",7.0,395.0,11.0,"2,253",18,0.0,0.0,50,2021
QUINTANA ROO,"2,036",727,117,9.0,109.0,2.0,226,11,0.0,0.0,50,2021
BAJA CALIFORNIA SUR,180,129,20,5.0,2.0,1.0,22,6,0.0,0.0,50,2021
DURANGO,324,29,122,5.0,4.0,0.0,126,5,0.0,0.0,50,2021
YUCATÁN,"1,195",384,50,0.0,96.0,2.0,146,2,2.0,0.0,50,2021
ZACATECAS,43,9,19,1.0,0.0,0.0,19,1,0.0,0.0,50,2021
